Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCM55,OUT017,2576.67929
FDL09,OUT018,1836.2098200000005
FDA11,OUT019,210.25963999999993
FDA50,OUT045,1263.78827
FDC23,OUT017,2726.8837699999995
FDE22,OUT049,3007.0857
FDD23,OUT046,3035.08259
NCA29,OUT049,3487.0942099999993
FDK38,OUT046,2123.2694899999997
DRC13,OUT046,1656.1775000000002
NCP43,OUT049,2815.4018800000003
FDX28,OUT049,2141.97847
FDF08,OUT049,2222.5402700000004
FDZ33,OUT046,2416.6542600000002
FDD10,OUT049,2464.69173
FDO58,OUT017,2226.7681000000002
FDI50,OUT017,3357.76256
FDO58,OUT045,2337.59051
FDX08,OUT013,2946.23158
NCK17,OUT010,320.21651
FDF39,OUT035,2750.95244
FDU45,OUT010,246.67889999999997
NCJ18,OUT018,1592.1275400000002
DRC27,OUT019,361.22979000000004
DRC25,OUT035,1883.3151699999999
FDU59,OUT035,2658.4395299999996
FDU28,OUT035,2944.40063
NCP30,OUT046,1569.22402
FDB39,OUT018,1922.3643400000005
FDE41,OUT013,1652.71534
DRH11,OUT010,183.62764
FDA58,OUT045,3668.25839
FDU50,OUT046,2051.6294099999996
FDM34,OUT013,2548.11647
FDM44,OUT027,2829.71658
FDR39,OUT045,2216.88097
FDM25,OUT045,2602.6122000000005
FDQ49,OUT049,2649.384650000001
DRH25,OUT018,1714.9343500000002
FDM09,OUT027,3915.9359900000004
FDL44,OUT019,394.18689000000006
NCR42,OUT018,1388.65906
DRL59,OUT046,1576.78085
FDX43,OUT013,2607.8387300000004
DRK47,OUT010,411.86388000000005
FDU48,OUT018,1664.6331599999999
FDY12,OUT045,1249.83976
NCN43,OUT018,1842.2686
NCM55,OUT018,2151.66586
FDQ21,OUT027,3496.81489
FDX13,OUT035,2790.46767
NCK30,OUT027,5506.66535
FDG20,OUT049,3315.8504500000004
DRG27,OUT017,1120.4082400000002
FDY14,OUT018,2695.92407
FDP59,OUT035,2123.40265
FDU60,OUT017,3011.3801100000005
NCC18,OUT019,410.09951
DRJ39,OUT017,3604.40817
FDS07,OUT049,2037.64761
FDM08,OUT027,5251.5973699999995
FDP51,OUT045,1945.03483
FDU16,OUT035,2233.62584
FDH12,OUT013,1936.3794300000002
DRE48,OUT010,369.41913
NCL42,OUT027,5450.33867
FDR21,OUT045,2657.5407000000005
NCW29,OUT035,2439.42462
FDO11,OUT013,3180.1604099999995
NCM31,OUT049,2511.03141
FDV35,OUT019,328.53901
FDF58,OUT017,1382.0343499999997
NCE43,OUT049,3306.2296400000005
FDA02,OUT035,2420.38274
DRL37,OUT010,230.63311999999996
FDR24,OUT018,1965.7079200000007
FDW59,OUT049,2083.25491
FDS22,OUT049,1441.65674
FDW24,OUT017,1329.63589
FDU24,OUT035,1742.5983400000005
FDA21,OUT027,5001.42302
FDH58,OUT027,3427.6382700000004
FDW36,OUT018,1654.9790599999997
FDI45,OUT027,5037.1098999999995
FDU01,OUT018,2120.5064199999997
FDF35,OUT027,3181.0259499999997
FDU43,OUT019,329.17152
FDE24,OUT019,257.93092
FDK50,OUT049,2183.0583300000008
FDG31,OUT045,1661.00455
FDC60,OUT045,1665.7317300000002
FDL36,OUT013,1941.1399000000001
FDP21,OUT013,2860.90931
FDW16,OUT045,1675.28596
FDX02,OUT017,3527.0755
FDQ58,OUT027,3898.82493
FDT51,OUT046,1777.18665
FDD59,OUT049,1796.6613000000002
NCM42,OUT018,1944.30245
FDA57,OUT018,1868.36796
FDZ48,OUT035,2083.12175
FDE46,OUT045,2299.20714
NCZ30,OUT019,302.00688
FDB56,OUT017,3234.2899500000003
FDA25,OUT027,3051.72759
FDD20,OUT013,2066.3103
FDL25,OUT013,1511.5657400000002
NCO18,OUT049,3522.1818700000003
FDJ45,OUT017,1060.71927
FDR12,OUT035,2528.64182
NCF19,OUT010,211.99072
FDK25,OUT046,2540.09358
NCR17,OUT046,2146.37275
FDC52,OUT046,1984.1172900000001
NCA54,OUT017,3035.1824600000004
FDR45,OUT010,448.3830099999999
NCM19,OUT049,2643.5256100000006
FDF39,OUT027,4816.7301
FDX23,OUT049,1889.3406599999998
FDD58,OUT027,2844.8635300000005
FDX28,OUT013,1659.34005
NCD31,OUT013,2469.2524599999997
FDU57,OUT018,1735.3411200000003
FDI27,OUT046,1925.9263699999997
NCM42,OUT046,1892.8361099999997
FDD32,OUT027,2831.34779
FDI34,OUT013,3218.8101
NCM29,OUT049,1766.5338500000003
FDG46,OUT018,1582.50673
DRC01,OUT010,238.98890999999998
FDB15,OUT027,4385.291700000001
NCA17,OUT027,4174.93219
FDF10,OUT046,2419.05114
FDR26,OUT027,4376.6363
FDI02,OUT049,2238.21986
NCM54,OUT010,368.98636
FDF14,OUT013,2369.5156199999997
FDJ33,OUT010,220.77928000000003
FDM20,OUT035,2816.334
FDC03,OUT027,4819.82607
NCX05,OUT046,2110.9854800000003
NCM41,OUT027,2688.76672
NCU29,OUT010,384.00015
FDQ59,OUT017,1967.5388699999999
FDH46,OUT010,227.73689
FDH09,OUT013,884.7483300000001
NCD06,OUT045,1034.4534599999997
FDC15,OUT035,2459.23217
DRD37,OUT027,2616.79374
FDT28,OUT027,3206.5593799999997
FDR28,OUT027,4286.78659
FDT38,OUT017,1146.54089
FDV34,OUT027,2210.0898099999995
FDY52,OUT035,1883.9809699999998
FDB34,OUT013,1402.9071800000002
DRL23,OUT018,1791.6345099999999
DRB24,OUT046,1786.3746899999999
FDJ50,OUT046,2085.9846900000002
FDQ49,OUT035,2926.3241600000006
FDP20,OUT035,2358.39676
FDV19,OUT027,4195.17251
NCR54,OUT045,3242.64574
FDO09,OUT010,320.74915
FDS57,OUT018,2416.92058
FDN10,OUT049,2262.3884
FDV23,OUT049,2204.1641900000004
FDY28,OUT049,2983.08361
DRG51,OUT013,2640.76254
FDD45,OUT019,282.26591
NCL18,OUT027,4248.003740000001
NCM29,OUT013,1638.06774
FDF17,OUT027,4383.66049
FDE22,OUT017,2648.98517
FDQ22,OUT017,1282.89673
FDS01,OUT013,2427.10732
FDW35,OUT027,2285.3917900000006
FDJ33,OUT046,2205.1295999999998
NCF54,OUT035,2973.1299000000004
FDE09,OUT013,1833.0472699999998
NCE06,OUT045,2283.92703
DRH49,OUT049,2459.5983600000004
FDY43,OUT045,2518.8212700000004
NCT05,OUT017,3812.6371200000003
FDZ34,OUT045,2763.20316
FDL38,OUT017,1646.0240499999995
FDZ31,OUT017,3169.9070900000006
FDR14,OUT035,1909.7474300000001
NCN54,OUT049,1920.0673299999999
NCC42,OUT027,3922.3609599999995
FDK08,OUT017,2156.55949
FDP59,OUT013,1672.8224999999998
FDV22,OUT035,2498.1814700000004
FDD33,OUT035,2904.28618
DRE60,OUT027,3308.26033
FDK52,OUT046,2770.12748
FDA02,OUT017,2226.9678400000003
FDM56,OUT049,1928.32325
FDE57,OUT035,2032.9537200000007
FDM32,OUT045,1676.2846599999998
NCQ30,OUT027,2956.58477
FDQ27,OUT027,3489.7241200000003
FDT60,OUT027,2489.9255500000004
FDU43,OUT049,3190.68005
NCO55,OUT035,1832.5812100000003
FDG02,OUT045,2812.6388100000004
FDJ28,OUT013,2973.82899
FDP40,OUT045,1150.76872
FDJ38,OUT045,2613.6977699999998
NCC54,OUT017,3024.9291400000006
NCZ41,OUT046,2290.45187
FDK38,OUT019,475.81396999999987
FDU52,OUT013,2535.3664
FDC40,OUT046,1938.0439299999998
NCR30,OUT017,1321.87932
NCN18,OUT017,1718.7627
FDB50,OUT035,1403.14021
FDG04,OUT013,2790.3677999999995
FDR26,OUT035,2379.46933
NCT17,OUT018,1902.3237600000004
FDX35,OUT027,4197.236489999999
FDS12,OUT046,1741.1335800000002
NCZ29,OUT027,3586.5980200000004
FDB38,OUT010,243.08358000000004
FDP12,OUT013,1500.7797799999998
FDP22,OUT046,1512.23154
FDS26,OUT018,2608.5711100000003
FDR52,OUT046,2718.0619200000006
DRJ13,OUT046,1834.9115100000004
FDU48,OUT027,2448.7125300000002
FDE29,OUT035,1499.1485699999998
NCT29,OUT049,1739.16947
DRK37,OUT018,2404.96947
FDK55,OUT046,1762.23944
FDR07,OUT046,1370.68246
FDO21,OUT027,4747.78651
FDK46,OUT049,3349.5732200000007
FDB12,OUT045,1634.17281
FDT31,OUT027,4587.428580000001
FDJ33,OUT045,1896.89749
FDC26,OUT027,3122.63529
NCQ02,OUT045,3322.7081900000003
FDP08,OUT010,270.68099
FDB11,OUT027,4810.371709999999
FDV55,OUT013,2200.96835
FDW20,OUT049,2111.45154
NCJ18,OUT019,395.51849000000004
FDC41,OUT018,2071.9030199999997
FDE14,OUT027,3081.42227
FDG35,OUT013,2728.7813
FDF45,OUT035,1896.93078
FDS19,OUT027,2666.89519
FDS58,OUT019,315.15643
FDA26,OUT017,3432.7982199999997
FDM32,OUT049,2051.36309
FDL45,OUT046,2319.5806199999997
FDZ55,OUT049,1702.8500800000002
FDY37,OUT049,2375.70756
FDO46,OUT046,2583.304
FDQ60,OUT046,2151.26638
FDA19,OUT018,1958.71702
FDL15,OUT046,2108.9547900000002
FDM10,OUT018,2756.97793
NCL05,OUT017,1189.35183
DRK49,OUT010,237.35770000000002
NCE18,OUT027,5450.33867
FDG40,OUT049,1402.3079599999999
DRI59,OUT045,2881.0497600000003
FDK28,OUT035,3806.312019999999
NCD06,OUT019,288.09166
FDO11,OUT019,461.63243
FDK27,OUT046,2020.6697100000001
FDT43,OUT027,2476.776
FDD38,OUT018,1813.7057800000002
FDA16,OUT049,2998.5634600000003
FDL14,OUT027,3507.4344000000006
NCM17,OUT049,1580.77565
FDD20,OUT045,2204.76341
FDA40,OUT045,1693.09611
FDL43,OUT045,1534.76887
FDV15,OUT045,1985.7152100000003
FDE52,OUT046,1951.22677
NCL17,OUT010,379.60587000000004
NCJ31,OUT045,2565.1609499999995
FDR60,OUT045,1396.1825999999999
NCA18,OUT035,2161.68615
FDS21,OUT027,1945.2345699999998
FDW09,OUT035,1703.1496900000002
FDL26,OUT035,2641.66137
FDS47,OUT018,1831.1164500000002
FDC39,OUT046,2868.8656200000005
FDT51,OUT035,2930.9514699999995
FDK40,OUT035,2908.4807199999996
NCG19,OUT045,2835.80865
FDZ07,OUT046,1881.5840900000003
FDF08,OUT027,2772.7906799999996
FDO04,OUT013,1803.7187800000004
FDK41,OUT018,2250.0045199999995
FDP15,OUT049,3287.18776
NCD43,OUT018,1913.4759100000003
NCP18,OUT013,2385.2285
FDZ51,OUT046,1673.0888200000002
DRH13,OUT035,1927.39113
FDF38,OUT045,1398.01355
NCI43,OUT045,1270.2798200000002
FDM38,OUT027,2461.2961500000006
FDS03,OUT013,1653.3811400000002
DRJ47,OUT017,2511.99682
FDT50,OUT010,290.42196
FDV02,OUT046,2597.4522500000003
NCG18,OUT017,2074.7326700000003
FDW52,OUT046,2667.8938900000003
FDS40,OUT035,1320.0816599999998
FDN31,OUT017,2671.45592
FDA37,OUT045,2246.4757799999998
FDA15,OUT046,3208.1905899999997
FDL39,OUT046,1990.97503
FDJ53,OUT045,1701.35203
FDX22,OUT013,2808.5441399999995
NCZ42,OUT045,2852.78655
FDD56,OUT027,4634.3009
FDD40,OUT017,3123.5341200000003
FDS50,OUT013,2930.35225
NCN14,OUT013,3054.3907900000004
FDT15,OUT013,2333.7288700000004
NCS18,OUT027,2828.21853
NCO26,OUT010,286.82664000000005
FDF58,OUT018,1692.5301800000002
NCB19,OUT013,2360.1611300000004
FDH26,OUT017,2630.2429
DRB24,OUT027,3308.72639
FDA49,OUT018,1762.9052399999996
FDB32,OUT045,1676.28466
FDI36,OUT017,2953.85499
NCA17,OUT010,414.76011
FDH22,OUT013,2724.65334
NCM26,OUT018,1861.74325
FDT15,OUT027,3859.5094400000003
FDB16,OUT018,1852.8881099999999
NCP54,OUT027,3137.4160500000003
FDJ36,OUT013,1614.1322300000004
FDO28,OUT045,1776.7538799999998
FDU09,OUT013,1883.81452
FDF29,OUT017,2407.00016
FDY08,OUT013,2648.08634
DRJ59,OUT018,1532.9379200000003
FDT23,OUT027,3236.35393
FDU15,OUT018,1973.3313299999998
FDT47,OUT013,1461.4642900000001
FDI53,OUT019,294.21702
FDR59,OUT018,2428.4722100000004
FDD53,OUT035,1320.0816599999998
FDY51,OUT017,2643.1594200000004
FDT04,OUT049,1499.4148899999998
FDU51,OUT049,2754.04841
FDG14,OUT035,2649.6176800000003
NCU06,OUT045,3080.35699
DRG25,OUT046,1866.83662
DRH49,OUT035,1922.8636900000001
FDN15,OUT035,2115.3131799999996
FDL43,OUT018,1547.58552
NCT18,OUT049,3231.22727
NCB31,OUT013,3529.3392200000003
FDK57,OUT035,2322.34369
FDY04,OUT019,315.2563
NCP54,OUT046,2311.1582500000004
FDF41,OUT013,3064.77727
FDM01,OUT045,2196.6406500000003
FDW03,OUT045,2275.20505
FDF28,OUT045,2590.49464
FDY37,OUT017,2567.6577
FDQ03,OUT017,3296.0761900000007
FDP51,OUT027,3489.7241200000003
FDJ40,OUT017,2223.23936
FDC32,OUT049,2121.03906
DRI49,OUT027,2256.89555
NCW54,OUT017,1172.17419
FDF09,OUT017,1094.64178
FDP45,OUT018,2169.20969
DRJ23,OUT018,2583.1375500000004
FDS59,OUT017,2091.47754
FDY08,OUT046,2306.963709999999
FDX16,OUT049,2649.78413
FDY16,OUT018,1677.1502
FDK32,OUT035,2472.3151399999997
FDQ22,OUT013,1038.48155
NCC31,OUT018,2120.97248
FDG58,OUT049,2176.1007200000004
DRF48,OUT013,2741.1984700000003
DRH36,OUT049,2301.2045399999997
NCR30,OUT035,2471.34973
FDB03,OUT019,337.6604699999999
FDZ28,OUT027,3700.34995
FDR35,OUT017,2420.34945
DRD15,OUT027,6022.127709999999
FDJ33,OUT019,303.73796
FDA56,OUT010,272.6783900000001
FDP56,OUT046,1901.1253199999999
NCT30,OUT046,1498.2830300000003
FDK15,OUT017,1913.5424899999998
FDH44,OUT018,1561.5340300000003
FDV01,OUT013,1623.95278
DRG03,OUT017,2536.0987799999994
FDG50,OUT027,3124.5661099999998
FDR16,OUT010,448.71591
FDZ60,OUT046,2061.1503500000003
DRG03,OUT045,2552.3110100000004
FDS56,OUT018,2375.94059
FDU33,OUT045,1238.4212900000002
DRD27,OUT035,2056.7893599999998
FDW22,OUT046,2583.304
DRA24,OUT045,2037.6476100000004
FDF38,OUT049,2158.0575400000002
FDX48,OUT013,2010.6494200000002
FDS58,OUT018,1847.29539
FDC32,OUT046,1344.98258
NCQ29,OUT045,3735.9702500000008
DRK39,OUT018,1852.8881099999999
NCS38,OUT017,1867.0696500000001
DRO47,OUT013,2559.56823
DRG27,OUT027,4106.85414
FDC57,OUT027,4749.950360000001
FDS55,OUT046,2534.86705
NCJ06,OUT018,1378.4723199999999
FDO01,OUT019,298.14524
NCM55,OUT045,2576.6792900000005
FDC52,OUT049,2359.2623
FDQ15,OUT045,1856.2503999999997
NCT30,OUT027,2056.7227800000005
NCR42,OUT027,1862.1094399999997
FDD28,OUT035,1542.72518
FDQ34,OUT049,2180.52829
FDZ12,OUT027,2757.31083
DRE13,OUT019,249.60842000000002
NCN07,OUT019,324.61079000000007
FDM28,OUT035,2637.6998599999997
FDI10,OUT017,2331.0989600000003
FDQ25,OUT013,1887.5097100000003
FDA38,OUT010,292.55252
DRI13,OUT049,2629.5105200000003
FDY20,OUT027,2894.7985299999996
NCZ53,OUT035,2803.38419
NCM31,OUT013,2451.60876
DRB01,OUT017,2913.94028
DRF37,OUT046,1753.2178499999998
NCF42,OUT049,3253.3984100000002
FDF16,OUT018,2323.4089699999995
FDB41,OUT013,2384.8290199999997
FDR34,OUT013,3032.5525500000003
FDR15,OUT018,2562.63091
NCV42,OUT019,302.0068800000001
FDW51,OUT035,3188.016850000001
FDU36,OUT017,1389.6244700000002
FDX60,OUT049,1916.30556
FDY03,OUT035,2901.58969
FDW55,OUT045,3760.5049799999993
FDT01,OUT010,587.10244
FDG58,OUT013,2658.7058500000007
FDK21,OUT017,4082.818759999999
NCS41,OUT019,362.1952
FDS10,OUT045,2493.48758
NCT53,OUT046,2898.2274000000007
FDJ28,OUT018,2853.78525
FDX44,OUT045,1264.0212999999999
FDT20,OUT018,986.14967
FDO44,OUT017,1621.6224800000002
NCX17,OUT049,2574.54873
FDY01,OUT017,2193.44481
FDJ12,OUT027,4187.5823900000005
DRK35,OUT018,2063.6470999999997
FDD47,OUT019,358.63316999999995
NCM53,OUT035,2098.40186
FDO45,OUT013,1976.6936199999996
NCM42,OUT010,363.12732
FDE04,OUT046,2538.79527
NCI30,OUT027,5763.73073
FDZ19,OUT013,2796.3932900000004
FDW57,OUT013,2905.71765
FDA25,OUT013,1331.0673599999998
FDT22,OUT046,1447.08301
FDP51,OUT013,2342.78375
FDD48,OUT027,2448.7125300000002
FDY39,OUT035,2923.56109
FDO48,OUT010,399.01394
FDD23,OUT027,3177.8633999999997
DRN35,OUT027,2082.12305
FDT01,OUT035,2751.8845600000004
FDC20,OUT010,196.0781
DRJ35,OUT035,2181.92647
FDB32,OUT046,1472.88276
FDL24,OUT046,2476.8425800000005
NCV42,OUT035,2147.47132
FDZ46,OUT046,2258.5933399999994
FDC15,OUT013,2409.16401
FDD08,OUT019,240.81986
FDY50,OUT049,2028.8590500000003
FDD36,OUT013,2221.07551
FDG57,OUT027,2267.91454
FDL21,OUT018,1437.42891
FDN16,OUT027,3272.10739
FDJ09,OUT027,1557.4060699999998
FDS01,OUT010,306.86722
FDV33,OUT017,3630.44095
DRE12,OUT017,1695.16009
FDR07,OUT013,1631.7759300000002
FDP48,OUT010,299.90961
NCB55,OUT035,1736.47298
FDQ08,OUT013,1879.38695
FDR34,OUT035,2960.51299
FDO33,OUT046,2184.5230899999997
FDP13,OUT045,1551.9797999999998
FDX12,OUT049,2860.70957
NCT06,OUT049,2958.54888
FDR16,OUT019,279.50284
FDE36,OUT046,2563.42987
FDZ36,OUT049,2364.4555400000004
FDV13,OUT045,1873.3281700000002
NCZ17,OUT035,1766.9999099999998
FDU56,OUT045,2764.76779
FDM09,OUT035,2649.1183300000002
FDV02,OUT017,2429.10472
FDS34,OUT018,1812.40747
FDA11,OUT049,1927.95706
FDP09,OUT017,3132.82203
FDB29,OUT027,3700.34995
FDT19,OUT017,2908.0479499999997
DRH15,OUT017,1120.4082400000002
FDY38,OUT046,2062.4153699999997
FDF14,OUT027,3676.6141800000005
FDN48,OUT010,304.37046999999995
FDQ12,OUT013,2334.9606
NCJ43,OUT045,2586.9991899999995
FDE17,OUT019,314.79024
FDB05,OUT035,2908.48072
FDH10,OUT045,2884.7449500000002
NCR06,OUT017,1206.3630200000002
FDU32,OUT018,1913.2761699999999
FDD56,OUT049,3377.1040499999995
FDO36,OUT018,1664.6331599999999
FDH16,OUT010,353.14032
FDX10,OUT018,1394.98416
FDZ37,OUT017,1594.35797
FDU31,OUT010,279.03678
DRC49,OUT049,2518.4217899999994
FDL15,OUT045,2216.88097
FDN32,OUT019,304.27060000000006
DRH59,OUT027,2394.6495700000005
NCU29,OUT049,2192.74572
FDR37,OUT019,358.33356000000003
FDS14,OUT018,2476.40981
FDU02,OUT027,4385.291700000001
FDJ08,OUT035,2634.67047
NCZ06,OUT045,2860.77615
FDO31,OUT049,3128.72736
FDH31,OUT018,2118.07625
FDS58,OUT017,2053.9264200000007
NCA53,OUT027,2688.76672
FDF50,OUT046,2123.2694899999997
NCW42,OUT049,3458.2317799999996
NCQ17,OUT045,2449.8111
FDK51,OUT018,2619.3570700000005
NCW41,OUT010,392.28936
NCR29,OUT017,1339.45644
FDB08,OUT019,294.11715
FDA40,OUT027,3050.19625
FDL14,OUT018,2170.60787
FDB47,OUT046,2526.6111300000002
FDO03,OUT035,2976.6253500000007
DRK13,OUT019,368.62017000000003
FDX13,OUT010,356.8688000000001
FDF52,OUT046,2503.57445
FDT11,OUT013,2678.7131399999994
FDB08,OUT013,2590.4280599999997
FDQ28,OUT018,1924.5614799999998
FDD29,OUT045,3739.9650500000002
NCQ29,OUT027,4753.0796199999995
NCO02,OUT013,1584.604
FDR56,OUT010,270.24822
NCM54,OUT049,2553.87564
FDP51,OUT035,2922.9618699999996
FDT38,OUT013,1797.1606499999998
FDZ20,OUT018,2616.42755
FDJ53,OUT013,1815.1039600000004
FDX13,OUT049,2488.56066
FDP58,OUT035,3485.9623499999993
NCK31,OUT019,217.84975999999997
FDA35,OUT018,2127.63048
FDV37,OUT018,2513.1619700000006
NCO07,OUT027,4456.23269
FDA20,OUT045,2535.86575
FDZ59,OUT035,2041.24293
NCY17,OUT017,1176.43531
FDQ28,OUT035,3079.52474
FDV35,OUT017,2112.88301
FDQ36,OUT013,1578.1457400000002
FDD34,OUT018,2488.79369
FDK51,OUT045,4059.74879
FDV31,OUT035,2664.96437
FDR04,OUT035,1904.12142
FDR14,OUT049,1878.6212799999998
DRC36,OUT010,396.05113
FDE39,OUT019,361.22979
FDP57,OUT049,2247.20816
FDE57,OUT046,2513.96093
NCN18,OUT046,1884.81322
NCQ05,OUT018,1788.47196
FDW47,OUT035,1974.86267
FDV46,OUT035,2545.05379
NCP29,OUT045,1408.86609
FDE09,OUT018,1775.7218900000003
NCU06,OUT027,5763.73073
FDT19,OUT010,286.06097000000005
DRF15,OUT017,2066.0106899999996
DRI51,OUT013,2888.3402699999997
NCX54,OUT013,2196.8403900000003
DRE01,OUT013,2987.2781499999996
NCB07,OUT045,3201.63246
FDU50,OUT035,2447.08132
FDG40,OUT035,1320.0816600000003
FDW10,OUT018,2670.8566999999994
FDX51,OUT013,2349.6414900000004
NCP17,OUT045,1483.0695
FDP21,OUT035,2904.3527599999993
FDL04,OUT045,1659.93927
FDV23,OUT013,2176.9329699999994
FDF24,OUT046,1794.86364
FDH56,OUT027,3323.1409599999993
FDB51,OUT049,1958.18438
FDI58,OUT027,2519.6202299999995
FDR20,OUT013,1889.0410500000003
FDC51,OUT018,1991.8405699999996
FDB16,OUT027,4106.85414
FDE40,OUT049,2356.16633
NCM17,OUT035,1866.8033300000002
FDU56,OUT035,2693.72693
FDS32,OUT019,336.62847999999997
FDX02,OUT049,3139.9460900000004
FDT39,OUT027,3877.9521
FDE35,OUT017,2051.39638
NCI42,OUT019,376.27687000000003
DRL23,OUT046,1960.7144199999998
FDA10,OUT046,2587.73157
FDA11,OUT013,1936.3794299999997
NCM06,OUT046,2437.39393
NCT05,OUT035,3135.48523
NCQ02,OUT010,386.4969
NCY06,OUT049,2872.7938400000003
FDY56,OUT035,2745.32643
FDL02,OUT035,2527.3102200000003
NCI06,OUT035,2809.30981
FDQ14,OUT045,2347.2779
FDQ12,OUT017,2876.9550900000004
FDP36,OUT046,1840.67068
FDK21,OUT027,5616.522349999999
FDO40,OUT045,2313.5551299999997
NCK54,OUT019,315.65578
FDY09,OUT018,2560.0342899999996
NCW30,OUT049,3468.3519399999996
NCC55,OUT027,2133.68926
FDE58,OUT018,2317.28361
FDR39,OUT013,2651.58179
FDU28,OUT049,2663.79922
FDH08,OUT017,2647.91989
FDG35,OUT045,2504.30683
FDG22,OUT049,1402.77402
FDC34,OUT035,2564.6616000000004
FDP15,OUT018,2140.6468699999996
FDK34,OUT010,469.38899999999995
FDU45,OUT035,1778.5848299999998
FDQ04,OUT027,1789.03789
FDX22,OUT018,2145.8068200000002
FDB45,OUT017,1806.84804
NCH43,OUT027,5550.50828
DRE60,OUT046,1899.7271400000002
FDD17,OUT027,4383.66049
NCM54,OUT017,2245.3772099999996
NCH55,OUT013,2169.7756199999994
NCT06,OUT017,2968.6690399999998
FDA48,OUT027,2991.9720399999997
FDY58,OUT027,5551.7400099999995
FDO25,OUT045,2460.8633800000002
FDN50,OUT045,1873.32817
FDH35,OUT035,2943.3686399999997
FDK09,OUT045,3448.2780699999994
FDO16,OUT013,2499.01372
FDW11,OUT045,1674.32055
FDU47,OUT027,3879.2837
NCQ42,OUT010,362.861
FDK55,OUT027,3269.3443199999997
FDN08,OUT049,3199.00255
FDT57,OUT045,3403.303279999999
FDJ12,OUT018,2207.4266099999995
DRL59,OUT017,1428.6403500000001
NCN53,OUT046,2146.3727500000005
FDO51,OUT010,330.70286
FDK56,OUT017,3140.5120199999997
FDY12,OUT035,1371.01536
FDU15,OUT035,2880.6169900000004
FDQ19,OUT046,3179.1617099999994
DRF15,OUT045,2387.2591899999998
DRE25,OUT019,258.46356000000003
FDK57,OUT018,2022.5006600000002
FDD33,OUT010,306.00167999999996
FDR34,OUT027,4747.78651
FDU04,OUT045,1533.3041099999998
FDE35,OUT019,167.4487
NCD31,OUT035,2866.1025499999996
FDJ56,OUT035,1669.59337
NCU53,OUT046,2898.2274
FDD39,OUT035,3122.70187
NCU17,OUT019,355.8701
FDJ20,OUT046,2291.5837299999994
NCW41,OUT018,2107.6231900000002
FDL52,OUT035,1820.1973299999997
FDS39,OUT035,2142.4112400000004
DRJ47,OUT045,2451.3091499999996
FDP13,OUT010,196.37771
DRK39,OUT010,291.38737000000003
FDF28,OUT010,318.25239999999997
FDB09,OUT045,2150.36755
FDM51,OUT046,1752.7185000000002
DRM49,OUT018,1203.6998200000003
DRF23,OUT013,2590.0618699999995
DRH01,OUT035,2200.50229
FDH12,OUT027,2489.9255500000004
FDA28,OUT019,281.43366000000003
FDW37,OUT018,1735.7405999999999
FDF02,OUT046,1908.3492500000004
DRL37,OUT046,1307.2317200000002
NCF43,OUT046,2284.0601899999997
FDH08,OUT010,313.65837999999997
FDR34,OUT019,302.70597
NCK19,OUT049,3337.72198
NCD55,OUT018,1046.1715399999998
FDT27,OUT049,2742.1305899999998
FDQ57,OUT045,2080.0923599999996
FDA47,OUT035,2144.5418
DRG15,OUT027,4106.85414
FDE05,OUT018,1792.6997900000001
FDN46,OUT046,1786.70759
FDX27,OUT027,3491.6216499999996
FDT51,OUT045,1941.8389899999997
FDU33,OUT013,1883.8145200000004
FDJ16,OUT027,2572.4514599999993
FDD20,OUT019,309.33068
FDT36,OUT049,1769.13047
DRF15,OUT027,4376.6363
FDN52,OUT010,273.41077000000007
FDC22,OUT027,4229.194890000001
FDX15,OUT045,2348.37647
FDT13,OUT013,2317.9161200000003
FDU04,OUT017,1800.42307
FDU31,OUT019,346.34916
FDW59,OUT027,3307.59453
NCO29,OUT046,2751.01902
FDL15,OUT035,2342.58401
FDI41,OUT049,2472.348429999999
FDQ48,OUT049,2086.1511400000004
DRI39,OUT013,1922.7305300000003
FDI08,OUT013,3265.1164900000003
FDC21,OUT049,2470.28445
FDF58,OUT035,1922.3643399999996
FDS08,OUT010,311.99388
FDE47,OUT045,2666.4624200000007
NCP18,OUT019,338.72575000000006
NCR41,OUT013,1841.4030599999999
FDA27,OUT013,2191.41412
FDA43,OUT035,2819.06378
FDA49,OUT045,1702.1842800000002
NCE55,OUT018,2418.28547
DRM49,OUT027,2499.7461000000003
FDF22,OUT027,5675.312489999999
FDQ15,OUT018,2167.57848
NCS54,OUT017,3203.03064
NCY05,OUT013,1344.0504600000002
FDR45,OUT046,2955.61936
FDK57,OUT049,2241.14938
FDF41,OUT010,385.69794
FDV21,OUT046,2036.0163999999997
FDD51,OUT046,1156.6610500000002
FDF33,OUT046,1866.7034600000002
FDA38,OUT046,2998.59675
FDR56,OUT045,3009.01652
NCN41,OUT017,1977.7589
FDC60,OUT027,3597.9499100000003
FDB47,OUT045,3273.0728
DRH01,OUT013,2881.5824000000002
FDW08,OUT046,2084.18703
FDF38,OUT027,3014.70911
FDY32,OUT017,2956.8178
FDG34,OUT049,1529.0429900000001
FDG47,OUT019,550.4168599999999
NCF18,OUT035,2824.1238600000006
FDL39,OUT019,381.76972000000006
NCH55,OUT035,2838.3719800000003
DRJ35,OUT049,1784.0111000000002
FDS44,OUT035,2402.8722000000002
DRE01,OUT018,2878.4198499999998
FDY39,OUT013,2398.9106900000006
FDY32,OUT018,2084.98599
