user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
43028,1,25.0,R,630.0,13,2,16,12,0,63,0,0,20,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,31.0,1.03,1
47378,0,50.0,R,,1,0,6,1,0,44,0,0,20,1,1,1,1,0,0,na,0,0,0,0,Cancer,0,0,2.0,0.1,1
51048,1,29.0,R,,0,0,0,0,0,34,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,19.0,0.63,0
16645,0,34.0,O,586.0,2,2,29,2,0,48,0,0,9,1,0,0,0,1,0,Monthly,0,0,0,0,Leo,0,0,20.0,0.67,0
40816,1,35.0,R,488.0,12,0,13,11,0,108,0,0,29,1,1,1,1,0,0,Weekly,0,0,0,0,Leo,0,0,26.0,0.87,0
34558,0,49.0,R,448.0,22,0,60,22,0,244,0,0,12,1,1,1,1,0,0,na,0,0,0,0,Leo,0,0,59.0,1.97,1
47730,0,23.0,na,621.0,0,0,7,0,0,9,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,1,0,4.0,0.13,0
41493,0,29.0,na,,0,0,11,0,0,21,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Aries,0,0,7.0,0.35,1
24744,0,29.0,na,580.0,0,0,78,0,0,150,0,0,5,1,0,0,1,0,0,na,0,0,0,0,Pisces,0,0,38.0,1.27,0
5456,1,22.0,na,518.0,2,1,13,2,0,43,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,20.0,0.67,0
54160,1,31.0,R,561.0,0,0,0,0,1,264,3,0,22,1,1,1,0,1,0,Bi-Weekly,0,1,1,0,Gemini,1,0,67.0,2.23,0
54376,0,32.0,na,,3,1,32,3,0,94,0,0,5,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,9.0,0.3,1
6318,0,41.0,R,489.0,63,2,144,61,0,304,0,0,20,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,65.0,2.17,0
41732,1,21.0,R,503.0,7,3,33,7,0,70,0,0,4,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,18.0,0.6,0
15218,0,35.0,R,541.0,6,1,223,6,0,292,0,0,21,1,1,1,1,0,0,Weekly,0,1,0,0,Libra,0,0,67.0,2.23,1
53170,0,63.0,O,,5,0,6,5,0,53,0,0,29,1,1,1,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,11.0,1.0,1
21325,0,31.0,O,626.0,0,0,74,0,0,225,0,0,21,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,51.0,1.7,0
45799,1,29.0,R,,1,0,0,1,0,27,0,0,1,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Capricorn,1,0,13.0,0.43,0
6744,0,25.0,na,448.0,4,1,24,4,0,228,0,0,9,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,57.0,1.9,1
13750,0,29.0,O,747.0,0,0,202,0,0,276,0,0,14,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,67.0,2.23,0
14222,1,37.0,R,,0,0,0,0,0,150,0,0,12,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,55.0,1.83,0
67953,0,27.0,na,604.0,0,0,3,0,0,11,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.0,0.03,0
20405,1,40.0,O,567.0,0,0,0,0,5,39,12,1,29,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,15.0,0.5,0
25064,1,33.0,R,565.0,0,0,15,0,0,13,0,0,4,1,0,0,1,0,0,Weekly,0,0,0,0,Gemini,0,0,6.0,0.2,0
13461,0,35.0,R,552.0,0,0,0,0,0,111,0,0,26,1,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,11.0,0.37,1
17796,1,33.0,R,451.0,27,8,64,27,0,169,0,0,30,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,1,0,14.0,0.47,1
1867,1,33.0,R,527.0,27,1,56,27,0,140,0,0,27,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,1,0,30.0,1.0,1
40933,0,27.0,na,534.0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Scorpio,1,0,3.0,0.1,0
22789,1,36.0,na,529.0,0,0,10,0,0,34,0,0,1,1,1,1,1,0,2,Semi-Monthly,0,0,0,0,Leo,0,0,8.0,0.27,1
25139,0,35.0,na,469.0,0,0,0,0,0,205,0,0,15,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,71.0,2.37,0
24381,0,45.0,R,502.0,4,0,0,4,0,279,0,0,4,1,1,1,0,1,2,Weekly,0,0,0,0,Virgo,0,0,68.0,2.27,0
2686,1,30.0,na,499.0,1,0,22,1,0,128,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,35.0,1.17,0
45757,1,30.0,na,522.0,0,0,3,0,0,10,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,1.0,0.03,1
49905,0,26.0,R,588.0,0,0,24,0,0,66,0,0,2,1,1,1,0,1,0,Monthly,0,0,0,0,Capricorn,0,0,13.0,0.87,1
66749,0,27.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,,0.0,0
37512,1,28.0,O,,0,0,52,0,0,124,0,0,25,1,1,1,0,1,2,Weekly,0,0,0,0,Taurus,1,0,13.0,0.43,1
48901,0,27.0,na,446.0,5,2,16,5,0,35,0,0,2,1,1,1,0,1,2,na,0,0,0,0,Scorpio,0,0,11.0,0.37,0
14587,1,23.0,R,,3,0,8,3,0,17,0,0,3,1,1,1,1,0,2,Weekly,0,0,0,0,Scorpio,0,0,7.0,0.23,0
11836,1,44.0,R,429.0,0,0,4,0,0,24,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,,0.0,0
19312,1,30.0,na,533.0,9,0,7,9,0,53,0,0,0,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,11.0,0.37,1
48565,0,25.0,na,543.0,2,0,69,2,0,173,0,0,21,1,1,1,1,0,3,Bi-Weekly,0,0,0,0,na,0,0,36.0,1.2,1
45553,0,23.0,na,684.0,1,0,50,1,0,99,0,0,11,1,1,1,0,1,3,na,0,0,0,0,Sagittarius,0,0,33.0,1.1,1
24472,1,39.0,na,508.0,0,0,0,0,0,4,0,0,2,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,2.0,0.06999999999999999,0
23605,0,30.0,R,,6,1,41,6,0,85,0,0,2,1,0,0,0,1,3,na,0,0,0,0,na,0,0,31.0,1.03,0
18537,1,26.0,na,558.0,0,0,0,0,0,108,1,0,10,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,54.0,1.8,0
5876,1,36.0,na,488.0,25,1,32,25,0,90,0,0,70,1,1,1,0,1,3,Bi-Weekly,0,0,0,0,Taurus,1,0,16.0,0.53,0
68923,1,29.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,0,0,0,0,Aquarius,0,0,,0.0,0
59355,1,42.0,R,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,na,0,0,0,0,Leo,0,1,,0.0,0
14313,0,30.0,na,525.0,0,0,0,0,0,164,0,0,5,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Libra,0,0,38.0,1.27,0
49777,0,33.0,R,536.0,0,0,71,0,0,155,0,0,4,1,0,0,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,35.0,1.17,1
4258,0,36.0,R,583.0,0,0,0,0,0,185,0,0,10,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,66.0,2.2,1
37790,1,20.0,na,571.0,12,0,3,12,2,295,0,1,43,1,1,1,0,1,2,Monthly,0,0,0,0,Virgo,0,0,62.0,2.07,1
23723,0,42.0,R,546.0,0,0,0,0,0,234,0,0,47,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,67.0,2.23,0
53462,1,34.0,na,,0,0,7,0,0,35,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,14.0,0.47,0
13175,1,45.0,na,501.0,0,0,0,0,1,113,0,0,38,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,41.0,1.37,0
7055,0,64.0,na,567.0,0,0,0,0,0,216,0,0,24,1,1,1,1,0,2,Monthly,0,0,0,0,Sagittarius,0,1,65.0,2.17,0
59785,1,27.0,O,,0,0,0,0,0,4,1,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,10.0,0.33,0
64125,1,29.0,na,586.0,0,0,0,0,0,15,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,12.0,0.4,1
10545,0,35.0,na,681.0,2,0,67,2,0,167,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,35.0,1.17,0
33610,1,21.0,R,525.0,2,0,25,2,0,67,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,17.0,0.5700000000000001,0
10173,1,37.0,O,535.0,50,0,36,50,0,291,0,0,15,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Taurus,0,0,54.0,1.8,0
7547,0,37.0,O,516.0,0,0,223,0,0,289,0,0,17,1,1,1,1,1,3,Weekly,0,0,0,0,Cancer,1,0,67.0,2.23,1
20330,0,28.0,R,543.0,0,0,0,0,0,230,0,0,8,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,68.0,2.27,0
35999,1,26.0,na,500.0,3,0,49,3,0,100,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,20.0,0.67,1
32948,1,41.0,R,597.0,0,0,0,0,0,191,0,0,11,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,52.0,1.73,0
60656,0,36.0,na,,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,,0.0,0
47937,0,43.0,na,486.0,0,0,16,0,0,48,0,0,2,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,12.0,0.63,0
6437,0,38.0,R,,0,0,51,0,0,101,0,0,3,1,0,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,26.0,0.87,1
57155,1,47.0,na,,0,0,17,0,0,25,0,0,8,1,1,1,0,1,0,Weekly,0,0,0,0,Gemini,1,0,3.0,1.5,0
6063,0,34.0,R,517.0,0,0,38,0,0,90,0,0,6,1,0,0,0,1,0,na,0,0,0,0,Scorpio,0,0,23.0,0.77,1
66697,1,36.0,na,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bi-Weekly,0,1,0,0,Cancer,0,0,,0.0,0
24925,0,29.0,R,529.0,6,0,0,6,2,245,0,0,14,1,0,0,1,0,2,na,0,0,0,0,Cancer,0,0,71.0,2.37,1
25316,0,31.0,R,,0,0,0,0,0,223,0,0,20,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,64.0,2.13,0
2138,1,30.0,R,569.0,5,0,63,5,0,142,0,0,13,1,0,0,1,0,0,Weekly,0,0,0,0,Aries,0,0,36.0,1.2,0
60514,0,29.0,R,,0,0,3,0,0,5,0,0,0,1,1,1,0,1,0,na,0,0,0,0,Cancer,0,0,2.0,0.08,0
55345,0,27.0,na,,1,1,3,1,0,0,0,0,0,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Aries,0,0,1.0,0.5,1
4503,0,36.0,na,,0,0,3,0,0,1,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,1,0,Virgo,1,0,1.0,0.03,0
52629,1,24.0,na,527.0,0,0,9,0,0,10,0,0,2,1,0,0,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,15.0,0.5,0
65828,0,28.0,na,581.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,,0.0,0
68981,1,23.0,R,630.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,,0.0,0
45271,0,22.0,R,434.0,0,0,7,0,0,26,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,3.0,0.1,0
4988,0,21.0,R,530.0,0,0,105,0,0,205,0,0,13,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,47.0,1.5699999999999998,1
7748,1,32.0,na,,7,2,37,7,0,71,0,0,3,1,1,1,1,0,0,Monthly,0,0,0,0,Cancer,0,0,23.0,0.77,0
15108,0,20.0,na,545.0,0,0,25,0,0,40,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,13.0,0.45,0
7493,1,24.0,R,571.0,1,0,4,1,0,112,0,0,4,1,1,1,0,1,4,Bi-Weekly,0,0,0,0,Sagittarius,0,0,33.0,1.1,1
32108,1,27.0,na,,0,0,3,0,0,6,0,0,1,1,0,0,0,1,2,Weekly,0,0,0,0,Pisces,0,0,2.0,0.06999999999999999,0
19928,0,32.0,na,,0,0,23,0,0,59,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,21.0,0.7,0
69644,0,29.0,R,,0,0,8,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,7.0,0.78,0
25792,0,24.0,na,,0,0,58,0,0,107,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,35.0,1.17,0
13055,0,23.0,R,549.0,0,0,0,0,1,257,0,0,38,1,1,1,0,1,3,na,0,0,0,0,Gemini,0,0,65.0,2.17,1
51237,0,32.0,R,588.0,25,3,43,25,0,139,0,0,16,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,33.0,1.1,1
5843,0,52.0,na,519.0,0,0,40,0,0,51,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,30.0,1.0,1
60342,1,32.0,na,529.0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Gemini,1,0,2.0,0.0,0
24533,0,43.0,na,606.0,0,0,53,0,0,81,0,0,2,1,0,0,1,0,2,Monthly,0,0,0,0,Gemini,1,0,24.0,0.8,0
1689,1,35.0,O,515.0,1,0,6,1,0,74,0,0,4,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,21.0,0.7,0
48241,0,36.0,R,534.0,18,6,56,18,0,150,0,0,11,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Aries,1,0,48.0,1.6,1
9457,1,36.0,R,608.0,0,0,104,0,0,185,0,0,17,1,1,1,1,0,0,na,0,0,0,0,Taurus,0,0,59.0,1.97,0
7787,1,30.0,R,521.0,0,0,51,0,0,80,0,0,22,1,0,0,1,0,3,na,0,0,0,0,Capricorn,0,0,15.0,0.5,1
35103,1,19.0,R,696.0,0,0,59,0,0,55,0,0,4,1,1,1,1,1,2,na,0,0,0,0,Cancer,1,0,6.0,3.0,0
60209,0,21.0,na,584.0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Libra,0,0,1.0,0.04,0
67488,0,35.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,1,Leo,1,0,,0.0,0
44091,0,41.0,O,626.0,0,0,0,0,0,136,0,0,35,1,1,1,0,1,3,Bi-Weekly,0,0,0,0,Gemini,0,0,43.0,1.4300000000000002,1
68931,1,23.0,na,419.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Capricorn,1,0,,0.0,0
41323,0,26.0,na,646.0,0,0,37,0,0,95,0,0,1,1,0,0,1,0,0,na,0,0,0,0,Taurus,0,0,20.0,0.91,0
19045,1,23.0,na,551.0,15,3,32,15,0,63,0,0,23,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,19.0,0.63,0
20136,0,53.0,R,583.0,33,0,72,32,0,184,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,42.0,1.4,0
38,0,24.0,na,494.0,0,0,27,0,0,76,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Virgo,1,0,25.0,0.83,0
62150,0,19.0,na,595.0,1,0,4,1,0,10,0,0,3,1,0,0,1,1,2,na,0,0,0,0,Scorpio,0,0,2.0,0.06999999999999999,1
20055,1,20.0,R,544.0,1,0,1,1,0,52,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Sagittarius,1,0,13.0,0.43,1
62074,1,24.0,na,,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
60646,0,20.0,R,,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Taurus,0,0,1.0,0.03,0
3696,1,29.0,na,526.0,0,0,6,0,0,22,0,0,3,1,1,1,1,0,3,na,0,0,0,0,Aries,0,0,5.0,0.16999999999999998,1
44655,0,22.0,na,,0,0,1,0,0,7,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,1.0,0.06,0
8640,0,48.0,na,,13,0,18,12,0,55,0,0,4,1,1,1,1,0,2,Monthly,0,1,0,0,Aquarius,0,0,12.0,0.6,1
22591,0,64.0,O,592.0,1,1,69,1,0,134,0,0,17,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Gemini,0,0,42.0,1.4,0
6962,0,30.0,R,503.0,0,0,162,0,0,239,0,0,43,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Leo,1,0,65.0,2.17,0
35296,0,47.0,na,,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,na,0,0,0,0,Aquarius,0,0,1.0,0.13,0
27277,0,45.0,na,495.0,0,0,7,0,0,103,0,0,1,1,1,1,0,1,2,Semi-Monthly,0,0,0,0,Cancer,0,0,30.0,1.0,0
57988,0,46.0,na,,0,0,6,0,0,5,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Libra,0,0,2.0,0.06999999999999999,1
52526,0,29.0,na,390.0,1,0,42,1,0,85,0,0,11,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,21.0,0.0,1
9412,0,23.0,R,565.0,0,0,68,0,0,188,0,0,14,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,54.0,1.8,1
54353,0,29.0,R,604.0,4,1,75,4,0,106,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,30.0,1.0,0
67380,0,26.0,na,496.0,0,0,2,0,0,6,0,0,2,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.0,0.2,0
34933,0,30.0,O,566.0,0,0,5,0,0,10,0,0,0,1,0,0,0,1,3,na,0,0,0,0,Scorpio,0,0,8.0,0.27,0
44657,0,25.0,R,,15,6,21,15,0,61,0,0,7,1,1,1,1,0,0,na,0,0,0,0,na,0,0,17.0,1.0,1
29680,1,20.0,na,,0,0,0,0,0,4,0,0,3,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,0
54121,0,50.0,na,586.0,0,0,65,0,0,179,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,42.0,1.4,0
40759,1,21.0,R,611.0,0,0,23,0,0,34,0,0,4,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Gemini,1,0,9.0,1.13,0
11239,0,35.0,R,479.0,14,0,75,14,0,208,0,0,17,1,1,1,0,1,0,na,0,0,0,0,Pisces,1,0,52.0,1.73,0
16407,0,56.0,na,,0,0,5,0,0,0,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,1.0,0.5,0
59817,1,23.0,na,,0,0,6,0,0,10,0,0,0,1,1,1,1,0,0,na,0,0,0,0,Virgo,0,0,,0.0,1
53506,1,24.0,na,487.0,0,0,4,0,0,2,0,0,0,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Sagittarius,0,0,2.0,0.1,1
42878,0,39.0,na,,4,0,4,4,0,5,0,0,1,1,1,1,0,1,5,Bi-Weekly,0,0,0,0,Libra,0,0,7.0,0.23,0
67683,0,19.0,na,,0,0,6,0,0,1,0,0,0,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Aries,1,0,4.0,0.13,1
61554,1,41.0,O,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
8353,0,29.0,R,457.0,0,0,0,0,1,182,3,0,10,1,1,1,1,0,2,na,0,0,0,0,Taurus,0,0,59.0,1.97,0
34154,1,21.0,na,449.0,0,0,0,0,0,10,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Libra,0,0,10.0,0.33,0
54379,0,46.0,R,570.0,0,0,0,0,1,158,0,0,17,1,1,1,1,0,2,Weekly,0,0,0,0,Capricorn,0,0,59.0,1.97,0
6431,1,34.0,R,600.0,0,0,0,0,0,130,0,0,13,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,49.0,1.63,0
19347,0,29.0,R,581.0,0,0,0,0,0,206,0,0,15,1,1,1,1,0,0,Weekly,0,0,0,0,Virgo,0,0,62.0,2.07,0
42930,1,36.0,na,,0,0,0,0,0,92,0,0,6,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,1,0,17.0,0.5700000000000001,0
60320,0,38.0,na,,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,1.0,0.0,0
40680,1,33.0,O,578.0,0,0,0,0,1,192,0,0,27,1,1,1,1,1,2,Weekly,0,0,0,0,Scorpio,0,0,42.0,1.4,0
66892,1,29.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Taurus,0,0,,0.0,0
48721,1,38.0,R,521.0,0,0,195,0,0,227,0,0,21,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,57.0,1.9,1
49144,0,30.0,na,,0,0,6,0,0,51,0,0,2,1,0,0,0,1,2,Semi-Monthly,0,0,0,0,Aquarius,0,0,23.0,0.77,0
11387,1,52.0,R,440.0,0,0,0,0,0,209,0,0,18,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Pisces,0,0,58.0,1.93,0
24324,0,38.0,na,537.0,0,0,0,0,1,95,0,0,8,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,45.0,1.5,0
17312,0,22.0,R,484.0,6,1,107,6,0,193,0,0,18,1,1,1,0,1,2,na,0,0,0,0,Sagittarius,0,0,57.0,1.9,1
13263,0,21.0,na,596.0,0,0,45,0,0,165,0,0,5,1,0,0,0,1,0,na,0,0,0,0,Aquarius,0,0,39.0,1.3,0
49278,0,41.0,R,,0,0,48,0,0,87,0,0,5,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,22.0,0.8099999999999998,1
49351,1,20.0,na,410.0,0,0,0,0,0,72,0,0,5,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,29.0,0.97,1
17192,0,29.0,R,571.0,0,0,127,0,0,236,0,0,14,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,65.0,2.17,0
47876,1,28.0,R,531.0,8,3,15,8,0,74,0,0,2,1,0,0,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,23.0,0.77,0
50096,1,61.0,na,,1,1,40,1,0,45,0,0,8,1,1,1,1,0,0,na,0,0,0,0,Sagittarius,0,0,11.0,1.1,0
18546,0,27.0,O,536.0,4,1,42,4,0,93,0,0,20,1,1,1,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,33.0,1.1,1
946,0,23.0,na,,3,0,0,3,0,122,0,0,19,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,35.0,1.17,0
8487,0,30.0,R,570.0,2,0,34,2,0,92,0,0,13,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,21.0,0.7,1
23763,0,30.0,na,511.0,0,0,19,0,0,206,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Taurus,0,0,60.0,2.0,0
47967,0,41.0,na,550.0,8,2,58,8,0,307,0,0,5,1,1,1,1,0,0,na,0,0,0,0,Leo,0,0,63.0,2.1,1
51759,0,25.0,R,500.0,0,0,0,0,0,2,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,8.0,0.27,0
63491,0,32.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
45590,0,42.0,na,508.0,12,1,0,12,0,248,0,0,14,1,0,0,0,1,0,na,0,0,0,0,Leo,0,0,60.0,2.0,0
521,0,30.0,O,572.0,0,0,16,0,0,44,0,0,2,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Gemini,1,0,14.0,0.47,0
19310,1,21.0,na,508.0,0,0,46,0,0,87,0,0,8,1,0,0,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,39.0,1.3,0
9051,0,36.0,R,545.0,27,2,128,27,0,240,0,0,32,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,58.0,1.93,0
38213,1,35.0,na,,0,0,0,0,0,77,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,24.0,0.8,0
52196,1,31.0,na,500.0,0,0,8,0,0,137,0,0,6,1,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,34.0,1.13,0
67511,1,42.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Monthly,0,0,0,0,Sagittarius,0,0,,0.0,0
31840,0,29.0,na,,0,0,47,0,0,120,0,0,3,1,1,1,0,1,0,Weekly,0,0,0,0,Capricorn,0,0,28.0,0.93,0
27537,0,41.0,na,577.0,0,0,143,0,0,264,0,0,6,1,1,1,0,1,0,na,0,0,0,0,Taurus,0,0,63.0,2.1,1
33366,1,26.0,R,576.0,0,0,0,0,0,34,0,0,8,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,20.0,0.67,0
33839,1,38.0,R,489.0,0,0,0,0,4,217,0,0,7,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,64.0,2.13,0
12375,1,23.0,R,500.0,0,0,0,0,0,102,0,0,7,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Aquarius,0,0,28.0,0.93,1
66083,0,48.0,na,,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,,0.0,0
37829,0,43.0,R,511.0,0,0,25,0,0,85,0,0,4,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,8.0,0.27,0
23016,0,50.0,O,542.0,0,0,42,0,0,98,0,0,16,1,0,0,0,1,0,na,0,0,0,0,na,0,0,25.0,0.83,1
